id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
19678436,Sunny 1BR - Trendiest location in NYC,1999224,Ro-E,Manhattan,Chinatown,40.71346,-73.99158,Entire home/apt,180,2,1,2017-09-03,0.04,1,0
19680275,Nice & new room in 2 bedroom  apt. Washer/dryer 2R,122498535,Gf,Brooklyn,East Flatbush,40.65695,-73.92558,Private room,40,30,0,,,3,326
19681256,"Contemporary, Stylish 2,000 sq. ft. Tribeca Loft",25064843,Stefania,Manhattan,SoHo,40.71938,-74.00163,Entire home/apt,550,2,0,,,1,0
19682018,Room in basement apartment in Woodlawn,105375380,Yesenia,Bronx,Woodlawn,40.89785,-73.86977,Shared room,70,2,2,2018-12-02,0.11,2,0
19686426,PRIVATE ROOM IN SPACIOUS APARTMENT IN WILLIAMSBURG,15820210,Scott,Brooklyn,Williamsburg,40.70932,-73.93489,Private room,60,2,36,2019-07-06,1.96,2,52
19689686,Private comfy bedrm & bath Brookly NY,3148366,Maria,Brooklyn,Bedford-Stuyvesant,40.68861,-73.95377,Private room,55,3,0,,,1,0
19690331,"Private room in bustling Bushwick, Brooklyn",55209173,Camille,Brooklyn,Bedford-Stuyvesant,40.69555,-73.93444,Private room,40,1,3,2017-08-08,0.12,1,0
19691108,Charming Studio in Historic Brooklyn Brownstone,31582668,Marci,Brooklyn,Bedford-Stuyvesant,40.68128,-73.93202,Entire home/apt,99,3,55,2019-06-02,2.48,1,74
19691179,Sun-filled Lower East Side Guest Room,138708257,Jeffrey,Manhattan,Lower East Side,40.72113,-73.9849,Private room,125,2,52,2019-06-30,2.19,1,28
19691525,Small room in Historical home on Staten Island,128338539,Reuben,Staten Island,Stapleton,40.63144,-74.07913,Private room,34,1,11,2019-04-19,0.65,4,78
19691853,Perfect 1 bedroom for short or extended stay.,106955062,Arelis,Manhattan,Harlem,40.81143,-73.94935,Entire home/apt,100,3,16,2019-05-13,0.66,1,0
19691986,Beautiful Comfortable Historic Brownstone,138713312,M,Manhattan,Harlem,40.80832,-73.95275,Private room,115,2,93,2019-06-23,3.92,1,129
19692421,Sunny studio in midtown Manhattan,120762452,Stanley,Manhattan,Murray Hill,40.74846,-73.97557,Entire home/apt,170,30,5,2019-03-30,0.22,50,323
19692746,East Village Studio Recently Renovated,138721769,Marcelo,Manhattan,East Village,40.72807,-73.98801,Entire home/apt,200,2,110,2019-06-12,4.9,1,0
19693245,Fully furnished one bedroom in midtown Manhattan,120762452,Stanley,Manhattan,Murray Hill,40.74956,-73.97668,Entire home/apt,175,30,2,2018-08-05,0.09,50,353
19693849,Beautiful Brooklyn Studio,21408874,Tal,Brooklyn,Bedford-Stuyvesant,40.68243,-73.93161,Entire home/apt,100,30,9,2018-08-18,0.37,1,0
19694308,Bed-Stuy Beauty,12662045,Kamilah,Brooklyn,Bedford-Stuyvesant,40.68347,-73.93322,Private room,50,3,2,2017-08-31,0.09,1,0
19694938,A gem in the East Village Manhattan!!,138741275,Karina,Manhattan,East Village,40.72497,-73.98208,Entire home/apt,220,3,78,2019-06-17,3.26,1,232
19694951,Cozy Bedstuy Apartment,138741690,Frances,Brooklyn,Bedford-Stuyvesant,40.686,-73.94133,Private room,50,1,12,2019-06-27,0.52,1,39
19695276,Beautiful Boerum Hill Apartment,373060,Tamera,Brooklyn,Boerum Hill,40.68591,-73.9863,Entire home/apt,275,2,2,2017-11-12,0.09,1,0
19695709,Huge sunlit 1BD in heart of Williamsburg King Bed!,2224802,Daniel,Brooklyn,Williamsburg,40.71379,-73.94635,Entire home/apt,200,3,22,2019-07-01,0.9,1,0
19696119,"Home away from home, come live like a Brooklynite!",4334590,Ashley,Brooklyn,Bushwick,40.69807,-73.9335,Private room,115,1,72,2018-09-25,2.98,1,0
19696674,"Sunny, quiet room next to Prospect Park",10402380,Yuval,Brooklyn,Prospect Heights,40.67408,-73.96364,Private room,60,1,131,2019-06-30,5.36,2,128
19696746,A Garden Grows in Greenpoint / Craft Chateau,5107938,Misha,Brooklyn,Greenpoint,40.72351,-73.94059,Private room,54,2,2,2017-08-31,0.08,1,0
